AphiaID	ScientificName	Authority	DrID	Longitude	Source	Kingdom	Phylum	Class	Order	Family	Genus	Subgenus	Species	Subspecies
138820	Astarte crenata	(Gray, 1824)	774765		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Mollusca	Bivalvia	Carditida	Astartidae	Astarte		crenata	
138820	Astarte crenata	(Gray, 1824)	749253		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Mollusca	Bivalvia	Carditida	Astartidae	Astarte		crenata	
138820	Astarte crenata	(Gray, 1824)	749607		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Mollusca	Bivalvia	Carditida	Astartidae	Astarte		crenata	
138821	Astarte elliptica	(Brown, 1827)	774766		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Mollusca	Bivalvia	Carditida	Astartidae	Astarte		elliptica	
138821	Astarte elliptica	(Brown, 1827)	749608		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Mollusca	Bivalvia	Carditida	Astartidae	Astarte		elliptica	
138821	Astarte elliptica	(Brown, 1827)	769494		Préfontaine, G. & P. Brunel. (1962). Liste d'invertébrés marins recueillis dans l'estuaire du Saint-Laurent de 1929 à 1934. Naturaliste Canadien, Quebec 89(8-9):237-263, fig. 1.	Animalia	Mollusca	Bivalvia	Carditida	Astartidae	Astarte		elliptica	
138821	Astarte elliptica	(Brown, 1827)	749254		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Mollusca	Bivalvia	Carditida	Astartidae	Astarte		elliptica	
138823	Astarte montagui	(Dillwyn, 1817)	774767		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Mollusca	Bivalvia	Carditida	Astartidae	Astarte		montagui	
138823	Astarte montagui	(Dillwyn, 1817)	749255		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Mollusca	Bivalvia	Carditida	Astartidae	Astarte		montagui	
138823	Astarte montagui	(Dillwyn, 1817)	749609		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Mollusca	Bivalvia	Carditida	Astartidae	Astarte		montagui	
156746	Astarte subaequilatera	G. B. Sowerby II, 1854	769618		Préfontaine, G. & P. Brunel. (1962). Liste d'invertébrés marins recueillis dans l'estuaire du Saint-Laurent de 1929 à 1934. Naturaliste Canadien, Quebec 89(8-9):237-263, fig. 1.	Animalia	Mollusca	Bivalvia	Carditida	Astartidae	Astarte		subaequilatera	
156747	Astarte undata	Gould, 1841	774914		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Mollusca	Bivalvia	Carditida	Astartidae	Astarte		undata	
156747	Astarte undata	Gould, 1841	749610		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Mollusca	Bivalvia	Carditida	Astartidae	Astarte		undata	
156747	Astarte undata	Gould, 1841	749256		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Mollusca	Bivalvia	Carditida	Astartidae	Astarte		undata	
123776	Asterias rubens	Linnaeus, 1758	774485		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Asterias		rubens	
149139	Asterionellopsis glacialis	(Castracane) Round, 1990	708216		Bates, S.S. and Strain, P.M. 2006. Nutrients and phytoplankton in Prince Edward Island Inlets during late summer to fall, 2001-2003. Can. Tech. Rep. Fish. Aquat. Sci.: 2668: xii + 136 p. 	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionellopsis		glacialis	
149139	Asterionellopsis glacialis	(Castracane) Round, 1990	708420		Bérard-Therriault, L., Poulin, M. and Bossé, L. 1999. Guide d’intentification du phytoplankton marin de l’estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publ. spéc. Can. Sci. halieut. Aquatic. 128. 387 p. 	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionellopsis		glacialis	
149139	Asterionellopsis glacialis	(Castracane) Round, 1990	708333		Bérard-Therriault, L., Poulin, M. and Bossé, L. 1999. Guide d’intentification du phytoplankton marin de l’estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publ. spéc. Can. Sci. halieut. Aquatic. 128. 387 p. 	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionellopsis		glacialis	
149139	Asterionellopsis glacialis	(Castracane) Round, 1990	708395		Brunel, J. 1970. Le phytoplancton de la Baie des Chaleurs. Contributions du Ministère de la Chasse et des Pêcheries, Montreal. 91: 365 pp.	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionellopsis		glacialis	
254442	Asteromphalus hyalinus	Karsten, 1905	708421		Bérard-Therriault, L., Poulin, M. and Bossé, L. 1999. Guide d’intentification du phytoplankton marin de l’estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publ. spéc. Can. Sci. halieut. Aquatic. 128. 387 p. 	Chromista	Ochrophyta	Bacillariophyceae	Asterolamprales	Asterolampraceae	Asteromphalus		hyalinus	
113843	Astrorhiza limicola	Sandahl, 1858	774428		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Chromista	Foraminifera	Monothalamea	Astrorhizida	Astrorhizidae	Astrorhiza		limicola	
160102	Astyris lunata	(Say, 1826)	775078		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Mollusca	Gastropoda	Neogastropoda	Columbellidae	Astyris		lunata	
158351	Atlantopandalus propinqvus	(Sars G.O., 1870)	775007		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Arthropoda	Malacostraca	Decapoda	Pandalidae	Atlantopandalus		propinqvus	
160520	Attheya decora	T.West, 1860	708422		Bérard-Therriault, L., Poulin, M. and Bossé, L. 1999. Guide d’intentification du phytoplankton marin de l’estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publ. spéc. Can. Sci. halieut. Aquatic. 128. 387 p. 	Chromista	Ochrophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Attheyaceae	Attheya		decora	
464444	Attheya longicornis	R.M.Crawford & C.Gardner, 1994	708423		Bérard-Therriault, L., Poulin, M. and Bossé, L. 1999. Guide d’intentification du phytoplankton marin de l’estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publ. spéc. Can. Sci. halieut. Aquatic. 128. 387 p. 	Chromista	Ochrophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Attheyaceae	Attheya		longicornis	
464444	Attheya longicornis	R.M.Crawford & C.Gardner, 1994	708334		Bérard-Therriault, L., Poulin, M. and Bossé, L. 1999. Guide d’intentification du phytoplankton marin de l’estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publ. spéc. Can. Sci. halieut. Aquatic. 128. 387 p. 	Chromista	Ochrophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Attheyaceae	Attheya		longicornis	
162823	Attheya septentrionalis	(Østrup) R.M.Crawford, 1994	708424		Bérard-Therriault, L., Poulin, M. and Bossé, L. 1999. Guide d’intentification du phytoplankton marin de l’estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publ. spéc. Can. Sci. halieut. Aquatic. 128. 387 p. 	Chromista	Ochrophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Attheyaceae	Attheya		septentrionalis	
129791	Auchenoplax crinita	Ehlers, 1887	749315		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta	Terebellida	Ampharetidae	Auchenoplax		crinita	
129791	Auchenoplax crinita	Ehlers, 1887	748961		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta	Terebellida	Ampharetidae	Auchenoplax		crinita	
490735	Aulacofusus brevicauda	(Deshayes, 1832)	775157		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinidae	Aulacofusus		brevicauda	
490735	Aulacofusus brevicauda	(Deshayes, 1832)	769758		Préfontaine, G. & P. Brunel. (1962). Liste d'invertébrés marins recueillis dans l'estuaire du Saint-Laurent de 1929 à 1934. Naturaliste Canadien, Quebec 89(8-9):237-263, fig. 1.	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinidae	Aulacofusus		brevicauda	
149648	Aulacoseira islandica	(O.Müller) Simonsen, 1979	708425		Bérard-Therriault, L., Poulin, M. and Bossé, L. 1999. Guide d’intentification du phytoplankton marin de l’estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publ. spéc. Can. Sci. halieut. Aquatic. 128. 387 p. 	Chromista	Ochrophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira		islandica	
100814	Aulactinia stella	(Verrill, 1864)	774232		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Cnidaria	Anthozoa	Actiniaria	Actiniidae	Aulactinia		stella	
100814	Aulactinia stella	(Verrill, 1864)	769094		Préfontaine, G. & P. Brunel. (1962). Liste d'invertébrés marins recueillis dans l'estuaire du Saint-Laurent de 1929 à 1934. Naturaliste Canadien, Quebec 89(8-9):237-263, fig. 1.	Animalia	Cnidaria	Anthozoa	Actiniaria	Actiniidae	Aulactinia		stella	
135306	Aurelia aurita	(Linnaeus, 1758)	774740		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae	Aurelia		aurita	
158199	Aurelia limbata	(Brandt, 1835)	775002		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae	Aurelia		limbata	
130725	Austrolaenilla mollis	(Sars, 1872)	774674		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Annelida	Polychaeta	Phyllodocida	Polynoidae	Austrolaenilla		mollis	
157225	Autolytus emertoni	Verrill, 1881	774941		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Autolytus		emertoni	
141652	Axinopsida orbiculata	(G. O. Sars, 1878)	774841		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Mollusca	Bivalvia	Lucinida	Thyasiridae	Axinopsida		orbiculata	
141652	Axinopsida orbiculata	(G. O. Sars, 1878)	749287		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Mollusca	Bivalvia	Lucinida	Thyasiridae	Axinopsida		orbiculata	
141652	Axinopsida orbiculata	(G. O. Sars, 1878)	749641		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Mollusca	Bivalvia	Lucinida	Thyasiridae	Axinopsida		orbiculata	
131483	Axionice flexuosa	(Grube, 1860)	749098		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Axionice		flexuosa	
131483	Axionice flexuosa	(Grube, 1860)	749452		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Axionice		flexuosa	
131484	Axionice maculata	(Dalyell, 1853)	774719		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Axionice		maculata	
131484	Axionice maculata	(Dalyell, 1853)	749453		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Axionice		maculata	
131484	Axionice maculata	(Dalyell, 1853)	749099		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Axionice		maculata	
130275	Axiothella catenata	(Malmgren, 1865)	774635		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Annelida	Polychaeta		Maldanidae	Axiothella		catenata	
130275	Axiothella catenata	(Malmgren, 1865)	749350		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta		Maldanidae	Axiothella		catenata	
130275	Axiothella catenata	(Malmgren, 1865)	748996		Mark, S., Provencher, L., Albert, E. et Nozères, C. 2010. Cadre de suivi écologique de la zone de protection marine Manicouagan (Québec) : bilan des connaissances et identification des composantes écologiques à suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p	Animalia	Annelida	Polychaeta		Maldanidae	Axiothella		catenata	
149149	Bacillaria paxillifer	(O.F.Müller) T.Marsson, 1901	708217		Bates, S.S. and Strain, P.M. 2006. Nutrients and phytoplankton in Prince Edward Island Inlets during late summer to fall, 2001-2003. Can. Tech. Rep. Fish. Aquat. Sci.: 2668: xii + 136 p. 	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Bacillaria		paxillifer	
162927	Bacterosira bathyomphala	(Cleve) Syvertsen & Hasle, 1993	708426		Bérard-Therriault, L., Poulin, M. and Bossé, L. 1999. Guide d’intentification du phytoplankton marin de l’estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publ. spéc. Can. Sci. halieut. Aquatic. 128. 387 p. 	Chromista	Ochrophyta	Bacillariophyceae			Bacterosira		bathyomphala	
162927	Bacterosira bathyomphala	(Cleve) Syvertsen & Hasle, 1993	708550		Brunel, J. 1970. Le phytoplancton de la Baie des Chaleurs. Contributions du Ministère de la Chasse et des Pêcheries, Montreal. 91: 365 pp.	Chromista	Ochrophyta	Bacillariophyceae			Bacterosira		bathyomphala	
162927	Bacterosira bathyomphala	(Cleve) Syvertsen & Hasle, 1993	708396		Brunel, J. 1970. Le phytoplancton de la Baie des Chaleurs. Contributions du Ministère de la Chasse et des Pêcheries, Montreal. 91: 365 pp.	Chromista	Ochrophyta	Bacillariophyceae			Bacterosira		bathyomphala	
137087	Balaenoptera acutorostrata	Lacépède, 1804	751738		Lesage, Veronique, Jean-Francois Gosselin, Mike Hammill, Michael C.S. Kingsley, Jack Lawson (2007). Ecologically and Biologically Significant Areas (EBSAs) in the Estuary and Gulf of St. Lawrence - A marine mammal perspective. DFO Can. Sci. Advis. Sec. Res. Doc. 2007/046: 1-96.	Animalia	Chordata	Mammalia	Cetartiodactyla	Balaenopteridae	Balaenoptera		acutorostrata	
137087	Balaenoptera acutorostrata	Lacépède, 1804	751758		Lesage, Veronique, Jean-Francois Gosselin, Mike Hammill, Michael C.S. Kingsley, Jack Lawson (2007). Ecologically and Biologically Significant Areas (EBSAs) in the Estuary and Gulf of St. Lawrence - A marine mammal perspective. DFO Can. Sci. Advis. Sec. Res. Doc. 2007/046: 1-96.	Animalia	Chordata	Mammalia	Cetartiodactyla	Balaenopteridae	Balaenoptera		acutorostrata	
137088	Balaenoptera borealis	Lesson, 1828	751750		Lesage, Veronique, Jean-Francois Gosselin, Mike Hammill, Michael C.S. Kingsley, Jack Lawson (2007). Ecologically and Biologically Significant Areas (EBSAs) in the Estuary and Gulf of St. Lawrence - A marine mammal perspective. DFO Can. Sci. Advis. Sec. Res. Doc. 2007/046: 1-96.	Animalia	Chordata	Mammalia	Cetartiodactyla	Balaenopteridae	Balaenoptera		borealis	
137088	Balaenoptera borealis	Lesson, 1828	751769		Lesage, Veronique, Jean-Francois Gosselin, Mike Hammill, Michael C.S. Kingsley, Jack Lawson (2007). Ecologically and Biologically Significant Areas (EBSAs) in the Estuary and Gulf of St. Lawrence - A marine mammal perspective. DFO Can. Sci. Advis. Sec. Res. Doc. 2007/046: 1-96.	Animalia	Chordata	Mammalia	Cetartiodactyla	Balaenopteridae	Balaenoptera		borealis	
137090	Balaenoptera musculus	(Linnaeus, 1758)	751735		Lesage, Veronique, Jean-Francois Gosselin, Mike Hammill, Michael C.S. Kingsley, Jack Lawson (2007). Ecologically and Biologically Significant Areas (EBSAs) in the Estuary and Gulf of St. Lawrence - A marine mammal perspective. DFO Can. Sci. Advis. Sec. Res. Doc. 2007/046: 1-96.	Animalia	Chordata	Mammalia	Cetartiodactyla	Balaenopteridae	Balaenoptera		musculus	
137090	Balaenoptera musculus	(Linnaeus, 1758)	751755		Lesage, Veronique, Jean-Francois Gosselin, Mike Hammill, Michael C.S. Kingsley, Jack Lawson (2007). Ecologically and Biologically Significant Areas (EBSAs) in the Estuary and Gulf of St. Lawrence - A marine mammal perspective. DFO Can. Sci. Advis. Sec. Res. Doc. 2007/046: 1-96.	Animalia	Chordata	Mammalia	Cetartiodactyla	Balaenopteridae	Balaenoptera		musculus	
137091	Balaenoptera physalus	(Linnaeus, 1758)	751736		Lesage, Veronique, Jean-Francois Gosselin, Mike Hammill, Michael C.S. Kingsley, Jack Lawson (2007). Ecologically and Biologically Significant Areas (EBSAs) in the Estuary and Gulf of St. Lawrence - A marine mammal perspective. DFO Can. Sci. Advis. Sec. Res. Doc. 2007/046: 1-96.	Animalia	Chordata	Mammalia	Cetartiodactyla	Balaenopteridae	Balaenoptera		physalus	
137091	Balaenoptera physalus	(Linnaeus, 1758)	751756		Lesage, Veronique, Jean-Francois Gosselin, Mike Hammill, Michael C.S. Kingsley, Jack Lawson (2007). Ecologically and Biologically Significant Areas (EBSAs) in the Estuary and Gulf of St. Lawrence - A marine mammal perspective. DFO Can. Sci. Advis. Sec. Res. Doc. 2007/046: 1-96.	Animalia	Chordata	Mammalia	Cetartiodactyla	Balaenopteridae	Balaenoptera		physalus	
106213	Balanus balanus	(Linnaeus, 1758)	774378		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Arthropoda		Sessilia	Balanidae	Balanus		balanus	
106213	Balanus balanus	(Linnaeus, 1758)	769198		Préfontaine, G. & P. Brunel. (1962). Liste d'invertébrés marins recueillis dans l'estuaire du Saint-Laurent de 1929 à 1934. Naturaliste Canadien, Quebec 89(8-9):237-263, fig. 1.	Animalia	Arthropoda		Sessilia	Balanidae	Balanus		balanus	
106215	Balanus crenatus	Bruguière, 1789	774379		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Arthropoda		Sessilia	Balanidae	Balanus		crenatus	
106215	Balanus crenatus	Bruguière, 1789	769200		Préfontaine, G. & P. Brunel. (1962). Liste d'invertébrés marins recueillis dans l'estuaire du Saint-Laurent de 1929 à 1934. Naturaliste Canadien, Quebec 89(8-9):237-263, fig. 1.	Animalia	Arthropoda		Sessilia	Balanidae	Balanus		crenatus	
138797	Bathyarca glacialis	(Gray, 1824)	774761		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Mollusca	Bivalvia	Arcida	Arcidae	Bathyarca		glacialis	
138797	Bathyarca glacialis	(Gray, 1824)	769490		Préfontaine, G. & P. Brunel. (1962). Liste d'invertébrés marins recueillis dans l'estuaire du Saint-Laurent de 1929 à 1934. Naturaliste Canadien, Quebec 89(8-9):237-263, fig. 1.	Animalia	Mollusca	Bivalvia	Arcida	Arcidae	Bathyarca		glacialis	
138799	Bathyarca pectunculoides	(Scacchi, 1835)	774762		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Mollusca	Bivalvia	Arcida	Arcidae	Bathyarca		pectunculoides	
102876	Bathymedon saussurei	(Boeck, 1871)	774306		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Bathymedon		saussurei	
157011	Bathypolypus bairdii	(Verrill, 1873)	774934		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Mollusca	Cephalopoda	Octopoda	Bathypolypodidae	Bathypolypus		bairdii	
105868	Bathyraja spinicauda	(Jensen, 1914)	774370		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Chordata	Elasmobranchii	Rajiformes	Arhynchobatidae	Bathyraja		spinicauda	
105868	Bathyraja spinicauda	(Jensen, 1914)	659424		Nozères C., Archambault D., Chouinard P.-M., Gauthier J., Miller R., Parent E., Schwab P., Savard L., and Dutil J.-D. 2010. Identification guide for marine fishes of the estuary and northern Gulf of St. Lawrence and sampling protocols used during trawl surveys between 2004 and 2008. Can. Tech. Rep. Fish. Aquat. Sci. 2866: xi + 243 p	Animalia	Chordata	Elasmobranchii	Rajiformes	Arhynchobatidae	Bathyraja		spinicauda	
149306	Bellerochea malleus	(Brightwell) Van Heurck, 1885	708427		Bérard-Therriault, L., Poulin, M. and Bossé, L. 1999. Guide d’intentification du phytoplankton marin de l’estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publ. spéc. Can. Sci. halieut. Aquatic. 128. 387 p. 	Chromista	Ochrophyta	Bacillariophyceae	Hemiaulales	Bellerocheaceae	Bellerochea		malleus	
126580	Benthosema glaciale	(Reinhardt, 1837)	774547		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Chordata	Actinopteri	Myctophiformes	Myctophidae	Benthosema		glaciale	
138855	Beringius turtoni	(Bean, 1834)	774768		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinidae	Beringius		turtoni	
138855	Beringius turtoni	(Bean, 1834)	769497		Préfontaine, G. & P. Brunel. (1962). Liste d'invertébrés marins recueillis dans l'estuaire du Saint-Laurent de 1929 à 1934. Naturaliste Canadien, Quebec 89(8-9):237-263, fig. 1.	Animalia	Mollusca	Gastropoda	Neogastropoda	Buccinidae	Beringius		turtoni	
156955	Berkeleya rutilans	(Trentepohl ex Roth) Grunow, 1880	708580		Cardinal, A., Poulin, M. and Bérard-Therriault, L. 1984. Les diatomées benthiques de substrats durs des eaux marines et saumâtres du Quebec 4. Naviculales, Naviculaceae (A l’exclusion de genres Navicula, Donkinia, Gyrosigma et Pleurosigma). Rev. Ecol. Syst. 111: 369-394.	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Berkeleyaceae	Berkeleya		rutilans	
149655	Biddulphia alternans	(Bailey) Van Heurck, 1885	708428		Bérard-Therriault, L., Poulin, M. and Bossé, L. 1999. Guide d’intentification du phytoplankton marin de l’estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publ. spéc. Can. Sci. halieut. Aquatic. 128. 387 p. 	Chromista	Ochrophyta	Bacillariophyceae	Biddulphiales	Biddulphiaceae	Biddulphia		alternans	
558192	Bipalponephtys neotena	(Noyes, 1980)	775168		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Annelida	Polychaeta	Phyllodocida	Nephtyidae	Bipalponephtys		neotena	
160172	Bittiolum alternatum	(Say, 1822)	775080		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Mollusca	Gastropoda	[unassigned] Caenogastropoda	Cerithiidae	Bittiolum		alternatum	
102535	Boeckosimus edwardsi	(Krøyer, 1846)	774289		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Arthropoda	Malacostraca	Amphipoda	Lysianassidae	Boeckosimus		edwardsi	
102538	Boeckosimus normani	(Sars, 1895)	774290		Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec	Animalia	Arthropoda	Malacostraca	Amphipoda	Lysianassidae	Boeckosimus		normani	
